"","Entity","Code","Year","Deaths - Sex: all - Age: all - Variant: estimates","Deaths - Sex: all - Age: all - Variant: medium"
"1","Afghanistan","AFG",1955,277695,NA
"2","Afghanistan","AFG",1960,275239,NA
"3","Afghanistan","AFG",1965,281003,NA
"4","Afghanistan","AFG",1970,288979,NA
"5","Afghanistan","AFG",1975,295301,NA
"6","Afghanistan","AFG",1980,316937,NA
"7","Afghanistan","AFG",1985,314987,NA
"8","Afghanistan","AFG",1990,203514,NA
"9","Afghanistan","AFG",1995,230943,NA
"10","Afghanistan","AFG",2000,242535,NA
"11","Afghanistan","AFG",2005,241454,NA
"12","Afghanistan","AFG",2010,233308,NA
"13","Afghanistan","AFG",2015,248560,NA
"14","Afghanistan","AFG",2020,276683,NA
"15","Afghanistan","AFG",2021,295236,NA
"16","Africa (UN)",NA,1970,7384342,NA
"17","Africa (UN)",NA,1980,7986043,NA
"18","Africa (UN)",NA,1990,9278030,NA
"19","Africa (UN)",NA,1995,10080149,NA
"20","Africa (UN)",NA,2000,10614270,NA
"21","Africa (UN)",NA,2005,10866028,NA
"22","Africa (UN)",NA,2010,10652256,NA
"23","Africa (UN)",NA,2015,10646590,NA
"24","Africa (UN)",NA,2020,11390416,NA
"25","Africa (UN)",NA,2021,12038022,NA
"26","Albania","ALB",1955,30230,NA
"27","Albania","ALB",1960,28400,NA
"28","Albania","ALB",1965,24313,NA
"29","Albania","ALB",1970,20896,NA
"30","Albania","ALB",1975,18898,NA
"31","Albania","ALB",1980,17822,NA
"32","Albania","ALB",1985,18453,NA
"33","Albania","ALB",1990,18349,NA
"34","Albania","ALB",1995,18402,NA
"35","Albania","ALB",2000,18628,NA
"36","Albania","ALB",2005,19280,NA
"37","Albania","ALB",2010,20583,NA
"38","Albania","ALB",2015,22954,NA
"39","Albania","ALB",2020,30970,NA
"40","Albania","ALB",2021,32392,NA
"41","Algeria","DZA",1955,249176,NA
"42","Algeria","DZA",1960,271718,NA
"43","Algeria","DZA",1965,287369,NA
"44","Algeria","DZA",1970,302337,NA
"45","Algeria","DZA",1975,281063,NA
"46","Algeria","DZA",1980,254416,NA
"47","Algeria","DZA",1985,167522,NA
"48","Algeria","DZA",1990,146283,NA
"49","Algeria","DZA",1995,162008,NA
"50","Algeria","DZA",2000,155079,NA
"51","Algeria","DZA",2005,163225,NA
"52","Algeria","DZA",2010,170579,NA
"53","Algeria","DZA",2015,175550,NA
"54","Algeria","DZA",2020,234547,NA
"55","Algeria","DZA",2021,200842,NA
"56","American Samoa","ASM",1970,152,NA
"57","American Samoa","ASM",1975,155,NA
"58","American Samoa","ASM",1980,163,NA
"59","American Samoa","ASM",1985,185,NA
"60","American Samoa","ASM",1990,235,NA
"61","American Samoa","ASM",1995,239,NA
"62","American Samoa","ASM",2000,262,NA
"63","American Samoa","ASM",2005,258,NA
"64","American Samoa","ASM",2010,276,NA
"65","American Samoa","ASM",2015,285,NA
"66","American Samoa","ASM",2020,310,NA
"67","American Samoa","ASM",2021,311,NA
"68","Andorra","AND",1965,76,NA
"69","Andorra","AND",1970,93,NA
"70","Andorra","AND",1975,119,NA
"71","Andorra","AND",1980,148,NA
"72","Andorra","AND",1985,206,NA
"73","Andorra","AND",1990,289,NA
"74","Andorra","AND",1995,387,NA
"75","Andorra","AND",2000,442,NA
"76","Andorra","AND",2005,524,NA
"77","Andorra","AND",2010,400,NA
"78","Andorra","AND",2015,424,NA
"79","Andorra","AND",2020,699,NA
"80","Andorra","AND",2021,642,NA
"81","Angola","AGO",1965,151491,NA
"82","Angola","AGO",1970,147634,NA
"83","Angola","AGO",1975,160539,NA
"84","Angola","AGO",1980,180325,NA
"85","Angola","AGO",1985,214612,NA
"86","Angola","AGO",1990,259679,NA
"87","Angola","AGO",1995,261584,NA
"88","Angola","AGO",2000,299381,NA
"89","Angola","AGO",2005,281595,NA
"90","Angola","AGO",2010,260700,NA
"91","Angola","AGO",2015,247967,NA
"92","Angola","AGO",2020,261489,NA
"93","Angola","AGO",2021,276278,NA
"94","Anguilla","AIA",1960,83,NA
"95","Anguilla","AIA",1965,73,NA
"96","Anguilla","AIA",1970,67,NA
"97","Anguilla","AIA",1975,65,NA
"98","Anguilla","AIA",1980,64,NA
"99","Anguilla","AIA",1985,68,NA
"100","Anguilla","AIA",1990,70,NA
"101","Anguilla","AIA",1995,67,NA
"102","Anguilla","AIA",2000,65,NA
"103","Anguilla","AIA",2005,67,NA
"104","Anguilla","AIA",2010,69,NA
"105","Anguilla","AIA",2015,81,NA
"106","Anguilla","AIA",2020,99,NA
"107","Anguilla","AIA",2021,106,NA
"108","Antigua and Barbuda","ATG",1960,531,NA
"109","Antigua and Barbuda","ATG",1965,452,NA
"110","Antigua and Barbuda","ATG",1970,379,NA
"111","Antigua and Barbuda","ATG",1975,382,NA
"112","Antigua and Barbuda","ATG",1980,415,NA
"113","Antigua and Barbuda","ATG",1985,464,NA
"114","Antigua and Barbuda","ATG",1990,490,NA
"115","Antigua and Barbuda","ATG",1995,505,NA
"116","Antigua and Barbuda","ATG",2000,494,NA
"117","Antigua and Barbuda","ATG",2005,480,NA
"118","Antigua and Barbuda","ATG",2010,487,NA
"119","Antigua and Barbuda","ATG",2015,508,NA
"120","Antigua and Barbuda","ATG",2020,552,NA
"121","Antigua and Barbuda","ATG",2021,593,NA
"122","Argentina","ARG",1955,173020,NA
"123","Argentina","ARG",1960,179885,NA
"124","Argentina","ARG",1965,199699,NA
"125","Argentina","ARG",1970,218037,NA
"126","Argentina","ARG",1975,232513,NA
"127","Argentina","ARG",1980,244455,NA
"128","Argentina","ARG",1985,258730,NA
"129","Argentina","ARG",1990,252741,NA
"130","Argentina","ARG",1995,263363,NA
"131","Argentina","ARG",2000,281810,NA
"132","Argentina","ARG",2005,290130,NA
"133","Argentina","ARG",2010,314899,NA
"134","Argentina","ARG",2015,326265,NA
"135","Argentina","ARG",2020,383131,NA
"136","Argentina","ARG",2021,405428,NA
"137","Armenia","ARM",1955,21166,NA
"138","Armenia","ARM",1960,23160,NA
"139","Armenia","ARM",1965,21915,NA
"140","Armenia","ARM",1970,21441,NA
"141","Armenia","ARM",1975,22668,NA
"142","Armenia","ARM",1980,24554,NA
"143","Armenia","ARM",1985,25191,NA
"144","Armenia","ARM",1990,26756,NA
"145","Armenia","ARM",1995,26667,NA
"146","Armenia","ARM",2000,26411,NA
"147","Armenia","ARM",2005,27303,NA
"148","Armenia","ARM",2010,27794,NA
"149","Armenia","ARM",2015,27774,NA
"150","Armenia","ARM",2020,35963,NA
"151","Armenia","ARM",2021,36379,NA
"152","Aruba","ABW",1960,360,NA
"153","Aruba","ABW",1965,368,NA
"154","Aruba","ABW",1970,351,NA
"155","Aruba","ABW",1975,347,NA
"156","Aruba","ABW",1980,380,NA
"157","Aruba","ABW",1985,421,NA
"158","Aruba","ABW",1990,463,NA
"159","Aruba","ABW",1995,486,NA
"160","Aruba","ABW",2000,560,NA
"161","Aruba","ABW",2005,644,NA
"162","Aruba","ABW",2010,675,NA
"163","Aruba","ABW",2015,830,NA
"164","Aruba","ABW",2020,1032,NA
"165","Aruba","ABW",2021,1194,NA
"166","Asia (UN)",NA,1960,37750030,NA
"167","Asia (UN)",NA,1965,30454046,NA
"168","Asia (UN)",NA,1970,29273266,NA
"169","Asia (UN)",NA,1975,27668036,NA
"170","Asia (UN)",NA,1980,26530844,NA
"171","Asia (UN)",NA,1985,26651356,NA
"172","Asia (UN)",NA,1990,27124774,NA
"173","Asia (UN)",NA,1995,26930792,NA
"174","Asia (UN)",NA,2000,27090732,NA
"175","Asia (UN)",NA,2005,27647110,NA
"176","Asia (UN)",NA,2010,28900242,NA
"177","Asia (UN)",NA,2015,29933580,NA
"178","Asia (UN)",NA,2020,33775732,NA
"179","Asia (UN)",NA,2021,38150400,NA
"180","Australia","AUS",1955,81870,NA
"181","Australia","AUS",1960,88303,NA
"182","Australia","AUS",1965,100081,NA
"183","Australia","AUS",1970,112806,NA
"184","Australia","AUS",1975,108707,NA
"185","Australia","AUS",1980,108144,NA
"186","Australia","AUS",1985,117607,NA
"187","Australia","AUS",1990,118778,NA
"188","Australia","AUS",1995,125081,NA
"189","Australia","AUS",2000,128647,NA
"190","Australia","AUS",2005,131515,NA
"191","Australia","AUS",2010,142544,NA
"192","Australia","AUS",2015,157076,NA
"193","Australia","AUS",2020,162601,NA
"194","Australia","AUS",2021,166082,NA
"195","Austria","AUT",1955,85146,NA
"196","Austria","AUT",1960,89658,NA
"197","Austria","AUT",1965,94213,NA
"198","Austria","AUT",1970,98757,NA
"199","Austria","AUT",1975,96106,NA
"200","Austria","AUT",1980,92469,NA
"201","Austria","AUT",1985,89636,NA
"202","Austria","AUT",1990,82940,NA
"203","Austria","AUT",1995,81193,NA
"204","Austria","AUT",2000,76836,NA
"205","Austria","AUT",2005,75138,NA
"206","Austria","AUT",2010,77136,NA
"207","Austria","AUT",2015,83022,NA
"208","Austria","AUT",2020,90324,NA
"209","Austria","AUT",2021,89691,NA
"210","Azerbaijan","AZE",1955,57797,NA
"211","Azerbaijan","AZE",1960,61699,NA
"212","Azerbaijan","AZE",1965,59887,NA
"213","Azerbaijan","AZE",1970,55635,NA
"214","Azerbaijan","AZE",1975,54781,NA
"215","Azerbaijan","AZE",1980,62511,NA
"216","Azerbaijan","AZE",1985,67333,NA
"217","Azerbaijan","AZE",1990,71512,NA
"218","Azerbaijan","AZE",1995,72552,NA
"219","Azerbaijan","AZE",2000,63647,NA
"220","Azerbaijan","AZE",2005,63555,NA
"221","Azerbaijan","AZE",2010,66211,NA
"222","Azerbaijan","AZE",2015,66978,NA
"223","Azerbaijan","AZE",2020,110160,NA
"224","Azerbaijan","AZE",2021,94932,NA
"225","Bahamas","BHS",1955,893,NA
"226","Bahamas","BHS",1960,947,NA
"227","Bahamas","BHS",1965,1039,NA
"228","Bahamas","BHS",1970,1184,NA
"229","Bahamas","BHS",1975,1236,NA
"230","Bahamas","BHS",1980,1422,NA
"231","Bahamas","BHS",1985,1473,NA
"232","Bahamas","BHS",1990,1584,NA
"233","Bahamas","BHS",1995,1769,NA
"234","Bahamas","BHS",2000,1852,NA
"235","Bahamas","BHS",2005,2021,NA
"236","Bahamas","BHS",2010,2332,NA
"237","Bahamas","BHS",2015,2636,NA
"238","Bahamas","BHS",2020,3283,NA
"239","Bahrain","BHR",1960,2573,NA
"240","Bahrain","BHR",1965,1939,NA
"241","Bahrain","BHR",1970,1540,NA
"242","Bahrain","BHR",1975,1392,NA
"243","Bahrain","BHR",1980,1381,NA
"244","Bahrain","BHR",1985,1476,NA
"245","Bahrain","BHR",1990,1651,NA
"246","Bahrain","BHR",1995,1763,NA
"247","Bahrain","BHR",2000,1838,NA
"248","Bahrain","BHR",2005,2021,NA
"249","Bahrain","BHR",2010,2302,NA
"250","Bahrain","BHR",2015,2842,NA
"251","Bahrain","BHR",2020,3362,NA
"252","Bahrain","BHR",2021,3638,NA
"253","Bangladesh","BGD",1955,1043891,NA
"254","Bangladesh","BGD",1960,1069699,NA
"255","Bangladesh","BGD",1965,1129838,NA
"256","Bangladesh","BGD",1970,1508695,NA
"257","Bangladesh","BGD",1975,1246441,NA
"258","Bangladesh","BGD",1980,1313211,NA
"259","Bangladesh","BGD",1985,1316506,NA
"260","Bangladesh","BGD",1990,1257445,NA
"261","Bangladesh","BGD",1995,1120364,NA
"262","Bangladesh","BGD",2000,887066,NA
"263","Bangladesh","BGD",2005,907531,NA
"264","Bangladesh","BGD",2010,907362,NA
"265","Bangladesh","BGD",2015,912490,NA
"266","Bangladesh","BGD",2020,973853,NA
"267","Bangladesh","BGD",2021,962479,NA
"268","Barbados","BRB",1955,2716,NA
"269","Barbados","BRB",1960,2222,NA
"270","Barbados","BRB",1965,2015,NA
"271","Barbados","BRB",1970,2082,NA
"272","Barbados","BRB",1975,2101,NA
"273","Barbados","BRB",1980,2080,NA
"274","Barbados","BRB",1985,2339,NA
"275","Barbados","BRB",1990,2518,NA
"276","Barbados","BRB",1995,2591,NA
"277","Barbados","BRB",2000,2509,NA
"278","Barbados","BRB",2005,2485,NA
"279","Barbados","BRB",2010,2482,NA
"280","Barbados","BRB",2015,2440,NA
"281","Barbados","BRB",2020,2519,NA
"282","Barbados","BRB",2021,2533,NA
"283","Belarus","BLR",1955,86190,NA
"284","Belarus","BLR",1960,65165,NA
"285","Belarus","BLR",1965,65200,NA
"286","Belarus","BLR",1970,72768,NA
"287","Belarus","BLR",1975,83110,NA
"288","Belarus","BLR",1980,96004,NA
"289","Belarus","BLR",1985,107721,NA
"290","Belarus","BLR",1990,117128,NA
"291","Belarus","BLR",1995,131378,NA
"292","Belarus","BLR",2000,138003,NA
"293","Belarus","BLR",2005,148151,NA
"294","Belarus","BLR",2010,144325,NA
"295","Belarus","BLR",2015,127107,NA
"296","Belarus","BLR",2020,159349,NA
"297","Belarus","BLR",2021,158349,NA
"298","Belgium","BEL",1955,108704,NA
"299","Belgium","BEL",1960,114030,NA
"300","Belgium","BEL",1965,115216,NA
"301","Belgium","BEL",1970,118888,NA
"302","Belgium","BEL",1975,119536,NA
"303","Belgium","BEL",1980,113796,NA
"304","Belgium","BEL",1985,111917,NA
"305","Belgium","BEL",1990,104342,NA
"306","Belgium","BEL",1995,105084,NA
"307","Belgium","BEL",2000,105330,NA
"308","Belgium","BEL",2005,103473,NA
"309","Belgium","BEL",2010,105369,NA
"310","Belgium","BEL",2015,110843,NA
"311","Belgium","BEL",2020,127440,NA
"312","Belize","BLZ",1960,1131,NA
"313","Belize","BLZ",1965,1131,NA
"314","Belize","BLZ",1970,1084,NA
"315","Belize","BLZ",1975,1035,NA
"316","Belize","BLZ",1980,1034,NA
"317","Belize","BLZ",1985,1014,NA
"318","Belize","BLZ",1990,1020,NA
"319","Belize","BLZ",1995,1109,NA
"320","Belize","BLZ",2000,1404,NA
"321","Belize","BLZ",2005,1538,NA
"322","Belize","BLZ",2010,1497,NA
"323","Belize","BLZ",2015,1688,NA
"324","Belize","BLZ",2020,2071,NA
"325","Benin","BEN",1960,71600,NA
"326","Benin","BEN",1965,72389,NA
"327","Benin","BEN",1970,72957,NA
"328","Benin","BEN",1975,72937,NA
"329","Benin","BEN",1980,72619,NA
"330","Benin","BEN",1985,75001,NA
"331","Benin","BEN",1990,75736,NA
"332","Benin","BEN",1995,80065,NA
"333","Benin","BEN",2000,83716,NA
"334","Benin","BEN",2005,92233,NA
"335","Benin","BEN",2010,98809,NA
"336","Benin","BEN",2015,107775,NA
"337","Benin","BEN",2020,118400,NA
"338","Bermuda","BMU",1960,349,NA
"339","Bermuda","BMU",1965,370,NA
"340","Bermuda","BMU",1970,383,NA
"341","Bermuda","BMU",1975,350,NA
"342","Bermuda","BMU",1980,370,NA
"343","Bermuda","BMU",1985,426,NA
"344","Bermuda","BMU",1990,423,NA
"345","Bermuda","BMU",1995,409,NA
"346","Bermuda","BMU",2000,374,NA
"347","Bermuda","BMU",2005,493,NA
"348","Bermuda","BMU",2010,429,NA
"349","Bermuda","BMU",2015,500,NA
"350","Bermuda","BMU",2020,591,NA
"351","Bermuda","BMU",2021,689,NA
"352","Bhutan","BTN",1955,6209,NA
"353","Bhutan","BTN",1960,6577,NA
"354","Bhutan","BTN",1965,6903,NA
"355","Bhutan","BTN",1970,7029,NA
"356","Bhutan","BTN",1975,7001,NA
"357","Bhutan","BTN",1980,6930,NA
"358","Bhutan","BTN",1985,6749,NA
"359","Bhutan","BTN",1990,6452,NA
"360","Bhutan","BTN",1995,5047,NA
"361","Bhutan","BTN",2000,4887,NA
"362","Bhutan","BTN",2005,4951,NA
"363","Bhutan","BTN",2010,4808,NA
"364","Bhutan","BTN",2015,5028,NA
"365","Bhutan","BTN",2020,5055,NA
"366","Bhutan","BTN",2021,5035,NA
"367","Bolivia","BOL",1955,82129,NA
"368","Bolivia","BOL",1960,85203,NA
"369","Bolivia","BOL",1965,87335,NA
"370","Bolivia","BOL",1970,88623,NA
"371","Bolivia","BOL",1975,89002,NA
"372","Bolivia","BOL",1980,88850,NA
"373","Bolivia","BOL",1985,88150,NA
"374","Bolivia","BOL",1990,84760,NA
"375","Bolivia","BOL",1995,83440,NA
"376","Bolivia","BOL",2000,84517,NA
"377","Bolivia","BOL",2005,80281,NA
"378","Bolivia","BOL",2010,78359,NA
"379","Bolivia","BOL",2015,80069,NA
"380","Bolivia","BOL",2020,111027,NA
"381","Bonaire Sint Eustatius and Saba","BES",1960,96,NA
"382","Bonaire Sint Eustatius and Saba","BES",1965,97,NA
"383","Bonaire Sint Eustatius and Saba","BES",1970,80,NA
"384","Bonaire Sint Eustatius and Saba","BES",1975,92,NA
"385","Bonaire Sint Eustatius and Saba","BES",1980,124,NA
"386","Bonaire Sint Eustatius and Saba","BES",1985,117,NA
"387","Bonaire Sint Eustatius and Saba","BES",1990,114,NA
"388","Bonaire Sint Eustatius and Saba","BES",1995,96,NA
"389","Bonaire Sint Eustatius and Saba","BES",2000,95,NA
"390","Bonaire Sint Eustatius and Saba","BES",2005,106,NA
"391","Bonaire Sint Eustatius and Saba","BES",2010,138,NA
"392","Bonaire Sint Eustatius and Saba","BES",2015,153,NA
"393","Bonaire Sint Eustatius and Saba","BES",2020,239,NA
"394","Bosnia and Herzegovina","BIH",1960,31164,NA
"395","Bosnia and Herzegovina","BIH",1965,27706,NA
"396","Bosnia and Herzegovina","BIH",1970,27065,NA
"397","Bosnia and Herzegovina","BIH",1975,26254,NA
"398","Bosnia and Herzegovina","BIH",1980,28666,NA
"399","Bosnia and Herzegovina","BIH",1985,33397,NA
"400","Bosnia and Herzegovina","BIH",1990,33240,NA
"401","Bosnia and Herzegovina","BIH",1995,35787,NA
"402","Bosnia and Herzegovina","BIH",2000,34891,NA
"403","Bosnia and Herzegovina","BIH",2005,38009,NA
"404","Bosnia and Herzegovina","BIH",2010,36518,NA
"405","Bosnia and Herzegovina","BIH",2015,42532,NA
"406","Bosnia and Herzegovina","BIH",2020,46952,NA
"407","Bosnia and Herzegovina","BIH",2021,51587,NA
"408","Botswana","BWA",1955,8719,NA
"409","Botswana","BWA",1960,8638,NA
"410","Botswana","BWA",1965,8461,NA
"411","Botswana","BWA",1970,7803,NA
"412","Botswana","BWA",1975,7843,NA
"413","Botswana","BWA",1980,8285,NA
"414","Botswana","BWA",1985,8493,NA
"415","Botswana","BWA",1990,10697,NA
"416","Botswana","BWA",1995,16312,NA
"417","Botswana","BWA",2000,22623,NA
"418","Botswana","BWA",2005,23765,NA
"419","Botswana","BWA",2010,18664,NA
"420","Botswana","BWA",2015,17131,NA
"421","Botswana","BWA",2020,17690,NA
"422","Botswana","BWA",2021,24478,NA
"423","Brazil","BRA",1955,989916,NA
"424","Brazil","BRA",1960,1024950,NA
"425","Brazil","BRA",1965,1039012,NA
"426","Brazil","BRA",1970,1042815,NA
"427","Brazil","BRA",1975,1059368,NA
"428","Brazil","BRA",1980,1073639,NA
"429","Brazil","BRA",1985,1066387,NA
"430","Brazil","BRA",1990,1078578,NA
"431","Brazil","BRA",1995,1093164,NA
"432","Brazil","BRA",2000,1125256,NA
"433","Brazil","BRA",2005,1140735,NA
"434","Brazil","BRA",2010,1217149,NA
"435","Brazil","BRA",2015,1319930,NA
"436","Brazil","BRA",2020,1581430,NA
"437","British Virgin Islands","VGB",1960,99,NA
"438","British Virgin Islands","VGB",1965,69,NA
"439","British Virgin Islands","VGB",1970,66,NA
"440","British Virgin Islands","VGB",1975,66,NA
"441","British Virgin Islands","VGB",1980,86,NA
"442","British Virgin Islands","VGB",1985,66,NA
"443","British Virgin Islands","VGB",1990,76,NA
"444","British Virgin Islands","VGB",1995,84,NA
"445","British Virgin Islands","VGB",2000,99,NA
"446","British Virgin Islands","VGB",2005,113,NA
"447","British Virgin Islands","VGB",2010,148,NA
"448","British Virgin Islands","VGB",2015,164,NA
"449","British Virgin Islands","VGB",2020,196,NA
"450","British Virgin Islands","VGB",2021,236,NA
"451","Brunei","BRN",1955,971,NA
"452","Brunei","BRN",1960,986,NA
"453","Brunei","BRN",1965,884,NA
"454","Brunei","BRN",1970,895,NA
"455","Brunei","BRN",1975,851,NA
"456","Brunei","BRN",1980,857,NA
"457","Brunei","BRN",1985,922,NA
"458","Brunei","BRN",1990,1010,NA
"459","Brunei","BRN",1995,1053,NA
"460","Brunei","BRN",2000,1108,NA
"461","Brunei","BRN",2005,1258,NA
"462","Brunei","BRN",2010,1485,NA
"463","Brunei","BRN",2015,1809,NA
"464","Brunei","BRN",2020,2198,NA
"465","Brunei","BRN",2021,2321,NA
"466","Bulgaria","BGR",1955,69910,NA
"467","Bulgaria","BGR",1960,64188,NA
"468","Bulgaria","BGR",1965,67001,NA
"469","Bulgaria","BGR",1970,78240,NA
"470","Bulgaria","BGR",1975,92583,NA
"471","Bulgaria","BGR",1980,102637,NA
"472","Bulgaria","BGR",1985,114658,NA
"473","Bulgaria","BGR",1990,117953,NA
"474","Bulgaria","BGR",1995,126008,NA
"475","Bulgaria","BGR",2000,125462,NA
"476","Bulgaria","BGR",2005,121129,NA
"477","Bulgaria","BGR",2010,116301,NA
"478","Bulgaria","BGR",2015,116272,NA
"479","Bulgaria","BGR",2020,131998,NA
"480","Burkina Faso","BFA",1960,129968,NA
"481","Burkina Faso","BFA",1965,134966,NA
"482","Burkina Faso","BFA",1970,141272,NA
"483","Burkina Faso","BFA",1975,139756,NA
"484","Burkina Faso","BFA",1980,137156,NA
"485","Burkina Faso","BFA",1985,143353,NA
"486","Burkina Faso","BFA",1990,156261,NA
"487","Burkina Faso","BFA",1995,172744,NA
"488","Burkina Faso","BFA",2000,181983,NA
"489","Burkina Faso","BFA",2005,187297,NA
"490","Burkina Faso","BFA",2010,181652,NA
"491","Burkina Faso","BFA",2015,180442,NA
"492","Burkina Faso","BFA",2020,189721,NA
"493","Burundi","BDI",1960,59650,NA
"494","Burundi","BDI",1965,69478,NA
"495","Burundi","BDI",1970,75757,NA
"496","Burundi","BDI",1975,81127,NA
"497","Burundi","BDI",1980,84020,NA
"498","Burundi","BDI",1985,85553,NA
"499","Burundi","BDI",1990,104952,NA
"500","Burundi","BDI",1995,112612,NA
"501","Burundi","BDI",2000,100682,NA
"502","Burundi","BDI",2005,94817,NA
"503","Burundi","BDI",2010,96173,NA
"504","Burundi","BDI",2015,92775,NA
"505","Burundi","BDI",2020,92462,NA
"506","Burundi","BDI",2021,93864,NA
"507","Cambodia","KHM",1955,114125,NA
"508","Cambodia","KHM",1960,116133,NA
"509","Cambodia","KHM",1965,114519,NA
"510","Cambodia","KHM",1970,153686,NA
"511","Cambodia","KHM",1975,578219,NA
"512","Cambodia","KHM",1980,103759,NA
"513","Cambodia","KHM",1985,112544,NA
"514","Cambodia","KHM",1990,108792,NA
"515","Cambodia","KHM",1995,120830,NA
"516","Cambodia","KHM",2000,112381,NA
"517","Cambodia","KHM",2005,93326,NA
"518","Cambodia","KHM",2010,88051,NA
"519","Cambodia","KHM",2015,89724,NA
"520","Cambodia","KHM",2020,102187,NA
"521","Cameroon","CMR",1960,146603,NA
"522","Cameroon","CMR",1965,121704,NA
"523","Cameroon","CMR",1970,120047,NA
"524","Cameroon","CMR",1975,126013,NA
"525","Cameroon","CMR",1980,137125,NA
"526","Cameroon","CMR",1985,137688,NA
"527","Cameroon","CMR",1990,149707,NA
"528","Cameroon","CMR",1995,180312,NA
"529","Cameroon","CMR",2000,202799,NA
"530","Cameroon","CMR",2005,214559,NA
"531","Cameroon","CMR",2010,218583,NA
"532","Cameroon","CMR",2015,211090,NA
"533","Cameroon","CMR",2020,223080,NA
"534","Cameroon","CMR",2021,233498,NA
"535","Canada","CAN",1955,128954,NA
"536","Canada","CAN",1960,139237,NA
"537","Canada","CAN",1965,147990,NA
"538","Canada","CAN",1970,155330,NA
"539","Canada","CAN",1975,167000,NA
"540","Canada","CAN",1980,171194,NA
"541","Canada","CAN",1985,181307,NA
"542","Canada","CAN",1990,191913,NA
"543","Canada","CAN",1995,210676,NA
"544","Canada","CAN",2000,217626,NA
"545","Canada","CAN",2005,229879,NA
"546","Canada","CAN",2010,239723,NA
"547","Canada","CAN",2015,264204,NA
"548","Canada","CAN",2020,304741,NA
"549","Cape Verde","CPV",1960,3894,NA
"550","Cape Verde","CPV",1965,3878,NA
"551","Cape Verde","CPV",1970,3996,NA
"552","Cape Verde","CPV",1975,3687,NA
"553","Cape Verde","CPV",1980,3280,NA
"554","Cape Verde","CPV",1985,3402,NA
"555","Cape Verde","CPV",1990,3046,NA
"556","Cape Verde","CPV",1995,3368,NA
"557","Cape Verde","CPV",2000,2686,NA
"558","Cape Verde","CPV",2005,2549,NA
"559","Cape Verde","CPV",2010,3347,NA
"560","Cape Verde","CPV",2015,3149,NA
"561","Cape Verde","CPV",2020,3320,NA
"562","Cape Verde","CPV",2021,3548,NA
"563","Cayman Islands","CYM",1955,140,NA
"564","Cayman Islands","CYM",1960,125,NA
"565","Cayman Islands","CYM",1965,109,NA
"566","Cayman Islands","CYM",1970,117,NA
"567","Cayman Islands","CYM",1975,125,NA
"568","Cayman Islands","CYM",1980,128,NA
"569","Cayman Islands","CYM",1985,139,NA
"570","Cayman Islands","CYM",1990,175,NA
"571","Cayman Islands","CYM",1995,202,NA
"572","Cayman Islands","CYM",2000,242,NA
"573","Cayman Islands","CYM",2005,251,NA
"574","Cayman Islands","CYM",2010,279,NA
"575","Cayman Islands","CYM",2015,356,NA
"576","Cayman Islands","CYM",2020,429,NA
"577","Cayman Islands","CYM",2021,448,NA
"578","Central African Republic","CAF",1955,42836,NA
"579","Central African Republic","CAF",1960,42681,NA
"580","Central African Republic","CAF",1965,42335,NA
"581","Central African Republic","CAF",1970,42015,NA
"582","Central African Republic","CAF",1975,40821,NA
"583","Central African Republic","CAF",1980,40640,NA
"584","Central African Republic","CAF",1985,41717,NA
"585","Central African Republic","CAF",1990,45189,NA
"586","Central African Republic","CAF",1995,54438,NA
"587","Central African Republic","CAF",2000,65070,NA
"588","Central African Republic","CAF",2005,69011,NA
"589","Central African Republic","CAF",2010,68061,NA
"590","Central African Republic","CAF",2015,58936,NA
"591","Central African Republic","CAF",2020,59147,NA
"592","Central African Republic","CAF",2021,62683,NA
"593","Chad","TCD",1955,76018,NA
"594","Chad","TCD",1960,79779,NA
"595","Chad","TCD",1965,84850,NA
"596","Chad","TCD",1970,88368,NA
"597","Chad","TCD",1975,95742,NA
"598","Chad","TCD",1980,99783,NA
"599","Chad","TCD",1985,103251,NA
"600","Chad","TCD",1990,121479,NA
"601","Chad","TCD",1995,130801,NA
"602","Chad","TCD",2000,149459,NA
"603","Chad","TCD",2005,168246,NA
"604","Chad","TCD",2010,183391,NA
"605","Chad","TCD",2015,193993,NA
"606","Chad","TCD",2020,207827,NA
"607","Chad","TCD",2021,214803,NA
"608","Chile","CHL",1955,90942,NA
"609","Chile","CHL",1960,89653,NA
"610","Chile","CHL",1965,87919,NA
"611","Chile","CHL",1970,82292,NA
"612","Chile","CHL",1975,72516,NA
"613","Chile","CHL",1980,71346,NA
"614","Chile","CHL",1985,70728,NA
"615","Chile","CHL",1990,75067,NA
"616","Chile","CHL",1995,77134,NA
"617","Chile","CHL",2000,76110,NA
"618","Chile","CHL",2005,85697,NA
"619","Chile","CHL",2010,101306,NA
"620","Chile","CHL",2015,109199,NA
"621","Chile","CHL",2020,139021,NA
"622","Chile","CHL",2021,144326,NA
"623","China","CHN",1955,12179970,NA
"624","China","CHN",1960,19613436,NA
"625","China","CHN",1965,10739325,NA
"626","China","CHN",1970,9920086,NA
"627","China","CHN",1975,8241591,NA
"628","China","CHN",1980,7440841,NA
"629","China","CHN",1985,7502237,NA
"630","China","CHN",1990,8037908,NA
"631","China","CHN",1995,7668710,NA
"632","China","CHN",2000,7867292,NA
"633","China","CHN",2005,8063729,NA
"634","China","CHN",2010,8737983,NA
